BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS2508,6998,John Stewart Dr Before Auburn Dr (6998),SW Contract Zone 1,,PRI2,PRPAMAIN,STAND ALONE
BS2506,6996,John Stewart Dr Before Roseway Ct (6996),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2509,6999,John Stewart Dr Opposite Civic 153 (6999),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS984,7013,Karen Dr Before Hillsboro Dr (7013),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2513,7053,Kennedy Dr After David St (7053),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1941,7052,Kennedy Dr At Civic 37 (7052),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1940,7051,Kennedy Dr Before Roleika Dr (7051),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1189,8019,Main Rd After Albacore Pl (8019),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1899,8014,Main Rd After Alex Ln (8014),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1188,8018,Main Rd After Harvard Dr (8018),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2285,7474,Main Rd After Hines Rd (7474),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1897,8012,Main Rd After Howard Ave (8012),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2423,7463,Main Rd After Silvers Ln (7463),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2288,7477,Main Rd At Civic 1341 (7477),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2364,7497,Main Rd At Civic 1491 (7497),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2286,7475,Main Rd Before Avenger Pl (7475),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2422,7462,Main Rd Before Bonaventure St (7462),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1891,8005,Main Rd Before Howard Ave (8005),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2421,7461,Main Rd Before Morris Ave (7461),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2362,7495,Main Rd Before Myers Ln (7495),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2512,7473,Main Rd Opposite Civic 1350 (7473),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2298,7487,Main Rd Opposite Monster Ln (7487),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS819,6942,Main St After Cherry Brook Rd (6942),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS586,7173,Main St After Gordon Ave (7173),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS821,6944,Main St After Maclaughlin Rd (6944),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS823,6946,Main St After Riley Rd (6946),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS825,6948,Main St After Westphal Way (6948),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS934,6941,Main St At Civic 802 (6941),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS820,6943,Main St Before Cherry Brook Rd (6943),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2778,2022,Main St Before Gordon Ave (2022),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS588,7175,Main St Before Major St (7175),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS824,6947,Main St Before Riley Rd (6947),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS822,6945,Main St Before Westphal Way (6945),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1663,8671,Melrose Cr At Civic 180 (8671),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2435,7203,Merrimac Dr After Arklow Dr (7203),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS299,7198,Merrimac Dr After Forest Hills Pkwy (7198),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2431,7199,Merrimac Dr After Silistria Dr (7199),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2433,7201,Merrimac Dr Before Arklow Dr (7201),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS389,7244,Montague Rd After Lake Loon Cr (7244),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS387,7242,Montague Rd After Main St (7242),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS390,7245,Montague Rd Before Gander Ave (7245),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS388,7243,Montague Rd Before Serpentine Ave (7243),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS403,7258,Mt Edward Rd After Brigadoon Ave (7258),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS404,7259,Mt Edward Rd After Cranberry Cr (7259),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2086,7267,Mt Edward Rd After Gerald St (7267),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2275,7268,Mt Edward Rd After Spring Ave (7268),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS580,7264,Mt Edward Rd Before Cranberry Cr (7264),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS409,7261,Mt Edward Rd Before John Cross Dr (7261),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS402,7257,Mt Edward Rd Before Lucien Dr (7257),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS411,7263,Mt Edward Rd Before Spring Ave (7263),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS581,7265,Mt Edward Rd Before Stuart Harris Dr (7265),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS401,7256,Mt Edward Rd Opposite Belle Vista Dr (7256),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS380,7260,Mt Edward Rd Opposite John Cross Dr (7260),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS481,7102,North Preston Rd Before Upper Governor St (7102),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1110,7398,Otago Dr Before Poplar Dr (7398),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2295,7484,Pleasant St After Belmont Ave (7484),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2299,7488,Pleasant St Before Everette St (7488),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2302,7492,Pleasant St Before Irving St (7492),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2365,7498,Pleasant St Before Shirley St (7498),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1890,8004,Pleasant St Opposite Carleton St (8004),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1898,8013,Pleasant St Opposite Civic 600 (8013),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1896,8011,Pleasant St Opposite Everette St (8011),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS597,8025,Poplar Dr After Evergreen Dr (8025),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS740,8024,Poplar Dr At Civic 118 (8024),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS599,8027,Poplar Dr Before Evergreen Dr (8027),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS601,8031,Portland Estates Blvd West At Civic 51 (8031),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS602,8034,Portland Estates Blvd West At Civic 69 (8034),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS3355,2270,Portland Hills Dr After Summer Field Way (2270),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1337,8836,Portland Hills Dr After Waterside Terr (8836),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1336,8835,Portland Hills Dr At Civic 159 (8835),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1338,8837,Portland Hills Dr At Civic 367 (8837),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1340,8839,Portland Hills Dr At Civic 537 (8839),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1341,8840,Portland Hills Dr Before Hillspire Gr (8840),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1317,8828,Portland Hills Dr Before Leland Grv (8828),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1339,8838,Portland Hills Dr Before Woodhaven Cl (8838),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1935,8050,Portland St After Baker Dr (8050),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1866,8037,Portland St After Eisener Blvd (8037),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1869,8040,Portland St After Jersey Dr (8040),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1870,8041,Portland St After Jersey Dr (8041),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1875,8046,Portland St After Portland Estates Blvd (8046),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1874,8045,Portland St After Settle St (8045),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1876,8047,Portland St After Spring Ave (8047),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1939,8055,Portland St Opposite Settle St (8055),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1613,8762,Ross Rd After Brookside Ave (8762),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1614,8763,Ross Rd After Glendale Dr (8763),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS663,8254,Russell Lake Dr After Eisener Dr (8254),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1661,8253,Russell Lake Dr After Hillview Dr (8253),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS666,8257,Russell Lake Dr Before Georgian Ct (8257),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1777,8669,Samuel Danial Dr After Cow Bay Rd (8669),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1662,8670,Samuel Danial Dr Before Melrose Cr (8670),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS148,8276,Shore Rd After Normans Ln (8276),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1115,8270,Shore Rd After Oceanlea Dr (8270),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1116,8271,Shore Rd After Romkey Dr (8271),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS147,8275,Shore Rd Before Francis Dr (8275),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1090,8274,Shore Rd Before Himmelman Dr (8274),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS149,8277,Shore Rd Before Normans Ln (8277),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1114,8269,Shore Rd Before Shoreview Dr (8269),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS154,8282,Simmonds Rd At Community Centre (8282),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS257,8318,Spikenard St Before Farquharson St (8318),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS258,8319,Spikenard St Before Valleyfield Rd (8319),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS260,8321,Spikenard St Before Weyburn Rd (8321),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1532,8324,Spring Ave Before Grandview Dr (8324),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1673,8680,Spring Ave Before Portland St (8680),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS700,9076,Tacoma Dr After Hartlen St (9076),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS895,8400,Topsail Blvd After Plaza Dr (8400),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1214,7040,Valleyfield Rd After Lawson Ave (7040),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS797,8416,Valleyfield Rd After Oakwood Ave (8416),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1208,7034,Valleyfield Rd After Woodlawn Rd (7034),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1209,7035,Valleyfield Rd Before Hilton Dr (7035),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1210,7036,Valleyfield Rd Before Langley Ave (7036),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1211,7037,Valleyfield Rd Before Skeena Ln (7037),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1212,7038,Valleyfield Rd Before Spikenard St (7038),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1213,7039,Valleyfield Rd Before Virginia Ave (7039),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2209,8450,Waverley Rd After Boutiliers Ln (8450),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2211,8452,Waverley Rd After Breeze Dr (8452),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2115,8474,Waverley Rd After Craigburn Dr (8474),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2210,8451,Waverley Rd After Crest Dr (8451),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2113,8472,Waverley Rd After Garden Ct (8472),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1032,8440,Waverley Rd After Lethbridge Ave (8440),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS1034,8442,Waverley Rd After Micmac Dr (8442),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2117,8477,Waverley Rd After Rocklin Dr (8477),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2214,8455,Waverley Rd After Twilight Ln (8455),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2116,8476,Waverley Rd At Civic 408 (8476),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2215,8456,Waverley Rd At Civic 730 (8456),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2204,8445,Waverley Rd Before Charles Keating Dr (8445),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2109,8468,Waverley Rd Before Ellis Ct (8468),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2112,8471,Waverley Rd Before Hemlock St (8471),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2207,8448,Waverley Rd Before Micmac Dr (8448),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2216,8457,Waverley Rd Before Montague Rd (8457),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1033,8441,Waverley Rd Before Montebello Dr (8441),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS2224,8465,Waverley Rd Before Montebello Dr (8465),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS2206,8447,Waverley Rd Before Mountbatten Ave (8447),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1463,8486,Wildwood Blvd Before Roslyn Dr (8486),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS281,8591,Woodlawn Rd After Day Ave (8591),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS283,8593,Woodlawn Rd After Ellenvale Ave (8593),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1028,8588,Woodlawn Rd After Guysborough Ave (8588),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS284,8594,Woodlawn Rd After Main St (8594),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS27,8590,Woodlawn Rd After Mt Edward Rd (8590),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS1029,8589,Woodlawn Rd After Portland St (8589),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS293,8603,Woodlawn Rd After Spikenard St (8603),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS285,8595,Woodlawn Rd Before Belle Vista Dr (8595),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS286,8596,Woodlawn Rd Before Bruce St (8596),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS287,8597,Woodlawn Rd Before Ellenvale Ave (8597),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS288,8598,Woodlawn Rd Before Main St (8598),SW Contract Zone 1,,PRI2,PRPAMAIN,SHELTER
BS282,8592,Woodlawn Rd Before Mt Edward Rd (8592),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS290,8600,Woodlawn Rd Before Portland St (8600),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS291,8601,Woodlawn Rd Before Saguenay Pl (8601),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS294,8604,Woodlawn Rd Before Spikenard St (8604),SW Contract Zone 1,,PRI2,PRPAMAIN,
BS292,8602,Woodlawn Rd Opposite Bruce St (8602),SW Contract Zone 1,,PRI2,PRPAMAIN,
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS3258,2163,Alabaster Way After Drysdale Rd (2163),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3261,2166,Alabaster Way After Lier Rg (2166),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3260,2165,Alabaster Way After Mica Cr (2165),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3259,2164,Alabaster Way After Quartz Dr (2164),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3262,2167,Alabaster Way At Civic 391 (2167),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3263,2168,Alabaster Way At Civic 475 (2168),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3268,2173,Alabaster Way Before Drysdale Rd (2173),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3265,2170,Alabaster Way Before Lier Rg (2170),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3266,2171,Alabaster Way Before Mica Cr (2171),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3267,2172,Alabaster Way Before Quartz Dr (2172),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1831,6318,Brentwood Ave After Eisener St (6318),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS1828,6315,Brentwood Ave Before Greenwood Ave (6315),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS1988,6389,Chain Lake Dr After Civic 209 (6389),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2105,6386,Chain Lake Dr After Oland Cr (6386),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2035,6393,Chain Lake Dr At Civic 201 (6393),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2036,6394,Chain Lake Dr At Civic 209 (6394),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2101,6382,Chain Lake Dr At Civic 225 (6382),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2034,6392,Chain Lake Dr At Civic 230 (6392),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2033,6391,Chain Lake Dr Opposite Civic 201 (6391),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2106,6387,Chain Lake Dr Opposite Civic 209 (6387),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2337,6515,Cowie Hill Rd After Limerick Rd (6515),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2338,6516,Cowie Hill Rd After Margate Dr (6516),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2153,6560,Dentith Rd At Lanark St (6560),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2154,6561,Dentith Rd At Lewis St (6561),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2152,6559,Dentith Rd Before Herring Cove Rd (6559),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2155,6562,Dentith Rd Opposite Lewis St (6562),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS208,6716,Forestglen Dr After Meadowdale Cr (6716),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS205,6713,Forestglen Dr After Richard St (6713),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS204,6712,Forestglen Dr Before Fraser Rd (6712),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2636,9051,Grassy Lake Dr Opposite Transit Centre (9051),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS1584,6799,Greystone Dr At Cranberry Ct (6799),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS169,6795,Greystone Dr Opposite Cranberry Ct (6795),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2469,6875,Herring Cove Rd After Auburn Ave (6875),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2247,6850,Herring Cove Rd After Brighton Ave (6850),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2249,6852,Herring Cove Rd After Catamaran Rd (6852),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS716,6893,Herring Cove Rd After Civic 565 (6893),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS2450,6856,Herring Cove Rd After Cowie Hill Rd (6856),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2451,6857,Herring Cove Rd After Dentith Rd (6857),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2452,6858,Herring Cove Rd After Drysdale Rd (6858),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2468,6874,Herring Cove Rd After Drysdale Rd (6874),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2454,6860,Herring Cove Rd After Glenora Ave (6860),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2457,6863,Herring Cove Rd After Hartlen Ave (6863),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2245,6848,Herring Cove Rd After Highfield St (6848),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2458,6864,Herring Cove Rd After Levis St (6864),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2246,6849,Herring Cove Rd After Lynnett Rd (6849),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS909,6915,Herring Cove Rd After McIntosh St (6915),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS617,6909,Herring Cove Rd After Shoreham Ln (6909),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2242,6845,Herring Cove Rd After Spry Ave (6845),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2461,6867,Herring Cove Rd After Williams Lake Rd (6867),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS613,6905,Herring Cove Rd After Williams Lake Rd (6905),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2466,6872,Herring Cove Rd At Civic 236 (6872),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2467,6873,Herring Cove Rd At Civic 412 (6873),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2470,6876,Herring Cove Rd At Civic 540 (6876),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS2471,6877,Herring Cove Rd At Civic 554 (6877),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS614,6906,Herring Cove Rd At Winchester Ave (6906),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS713,6890,Herring Cove Rd Before Circle Dr (6890),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS715,6892,Herring Cove Rd Before Civic 427 (6892),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2250,6853,Herring Cove Rd Before Dentith Rd (6853),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2460,6866,Herring Cove Rd Before Dentith Rd (6866),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS605,6897,Herring Cove Rd Before Greystone Dr (6897),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS615,6907,Herring Cove Rd Before Levis St (6907),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS606,6898,Herring Cove Rd Before Lynnett Rd (6898),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS607,6899,Herring Cove Rd Before McIntosh St (6899),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS609,6901,Herring Cove Rd Before Melwood Ave (6901),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2465,6871,Herring Cove Rd Before Mont St (6871),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2463,6869,Herring Cove Rd Before Shoreham Ln (6869),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS612,6904,Herring Cove Rd Before Sylvia Ave (6904),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2241,6844,Herring Cove Rd Before Winchester Ave (6844),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS618,6910,Herring Cove Rd Opposite Maplewood Dr (6910),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS925,6931,Highfield St After Punch Bowl Dr (6931),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2097,6378,Horseshoe Lake Dr After Susie Lake Cr (6378),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS836,6976,James St At Civic 30 (6976),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1848,8239,James St Before St Margarets Bay Rd (8239),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1315,9074,Kelly St Before Halef Ct (9074),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1017,7137,Leiblin Dr After Avon Cr (7137),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1014,7134,Leiblin Dr At 2nd Carnation Cr (7134),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1015,7135,Leiblin Dr At 2nd Elmdale Cr (7135),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2131,9021,Leiblin Dr At Sportsfield (9021),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1016,7136,Leiblin Dr Before Guildwood Cr (7136),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1018,7138,Leiblin Dr Before Ivylea Cr (7138),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS400,7255,Mountain Rd After Withrod Dr (7255),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS396,7251,Mountain Rd Before Knob Hill Cr (7251),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS397,7252,Mountain Rd Before Sunset Ave (7252),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1106,7394,Old Sambro Rd After Dobbin Ln (7394),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1102,7390,Old Sambro Rd After Sussex St (7390),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS1103,7391,Old Sambro Rd Before Civic 120 (7391),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1107,7395,Osborne St After Kelly St (7395),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS655,7186,Osborne St After Marriott St (7186),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1161,8578,Osborne St Before Sullivan Terr (8578),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1108,7396,Osborne St Before Sunset Ave (7396),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS657,7188,Osborne St Before Withrod Dr (7188),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3255,2160,Pine Grove Dr At Civic 29 (2160),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3256,2161,Pine Grove Dr Before Theakston Ave (2161),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2504,8086,Purcells Cove Rd After Anchor Dr (8086),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS1716,8081,Purcells Cove Rd After Colindale St (8081),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2198,8118,Purcells Cove Rd After Dingle Rd (8118),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2279,8089,Purcells Cove Rd After Herring Cove Rd (8089),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2280,8090,Purcells Cove Rd After Inverness Ave (8090),SW Contract Zone 4,,PRI2,PRPAMAIN,
